sprayer,7824
emitter,7819
strap,7796
pouch,7789
headset,7784
ester,7780
digital-,7773
shutter,7761
loader,7760
turbocharger,7730
accumulator,7688
function,7678
tower,7672
document,7670
containing,7655
comparator,7642
stapler,7627
compensator,7623
packaging,7565
yarn,7544
channel,7509
repeater,7447
library,7439
interconnect,7383
diffuser,7372
pattern,7366
shelter,7347
sheath,7308
lcd,7289
track,7236
oil,7230
amount,7229
bow,7212
1,7177
carriage,7156
manufactured,7150
bushing,7123
sight,7058
headlamp,7050
string,7045
manipulator,7037
thermostat,7037
top,7012
handpiece,7012
key,7005
console,6963
constructed,6944
extractor,6893
starter,6859
multiplier,6850
operator,6825
crystal,6825
assemblage,6817
data,6807
dna,6802
accelerator,6799
coated,6773
maker,6750
application,6746
stroller,6732
gel,6694
nanoparticle,6680
image,6677
duct,6672
group,6662
organizer,6627
impeller,6611
inflator,6536
lighter,6532
rest,6506
cannula,6477
humidifier,6465
model,6454
plug-,6442
hook,6434
therein,6392
tile,6370
radio,6365
evaporator,6332
deflector,6311
grill,6296
opener,6293
eyewear,6274
clock,6267
led,6267
iron,6256
responsive,6227
splitter,6215
template,6201
restraint,6195
blanket,6167
post,6155
header,6119
powertrain,6117
limiter,6112
hitch,6104
bulb,6089
grid,6084
airbag,6081
connectable,6075
ski,6055
transponder,6043
take-,6030
hood,6007
stick,5984
changer,5951
insulator,5950
hammer,5946
utensil,5941
polyester,5931
pacemaker,5921
applied,5913
toilet,5913
thermometer,5910
phosphor,5908
blind,5905
vibrator,5896
tie,5880
compartment,5880
vent,5874
faucet,5850
built-,5849
forceps,5837
balloon,5836
illuminator,5827
preform,5805
nut,5771
regenerated,5755
elevator,5750
diaphragm,5732
canister,5727
foil,5719
footwear,5709
ventilator,5698
skate,5674
usable,5660
cooker,5658
umbrella,5647
slide,5646
molding,5642
adc,5631
cord,5606
lubricant,5595
rig,5595
headlight,5590
turbomachine,5566
effector,5549
composed,5544
tractor,5520
spreader,5516
microorganism,5503
exerciser,5493
polarizer,5464
suppressor,5454
boiler,5451
tuner,5447
pole,5443
stimulator,5437
outlet,5403
basket,5386
crusher,5378
matter,5366
designed,5301
binds,5301
bolt,5290
vane,5275
extension,5273
ladder,5265
packer,5232
visor,5221
shade,5194
launcher,5181
bucket,5176
contactor,5175
foot,5172
pan,5158
fuel,5154
operating,5147
bandage,5130
guidewire,5130
jacket,5122
grinder,5120
calculator,5085
population,5081
envelope,5070
timer,5060
sub-assembly,5051
defibrillator,5021
craft,5015
attachable,5009
digital,4999
concentrator,4973
virus,4973
shut-,4971
hydrogel,4966
sampler,4964
putter,4954
shelf,4954
supplement,4942
microcomputer,4924
steps,4917
photomask,4886
which,4881
compact,4866
holster,4854
ceramic,4843
bin,4829
attached,4812
condenser,4808
elastomer,4804
scaffold,4740
can,4734
cycle,4719
orthosis,4705
associated,4697
endoprosthesis,4681
stop,4674
comprises,4653
differential,4647
strain,4647
mandrel,4646
snowmobile,4606
positioner,4598
drape,4590
oligomer,4568
alternator,4565
shroud,4535
mosfet,4515
derailleur,4515
atomizer,4509
that,4503
bumper,4502
grating,4478
specified,4472
stove,4472
pulley,4461
bench,4454
mix,4445
dolly,4436
treadmill,4435
semiconductor,4425
gripper,4422
paint,4421
inhibitor,4420
handler,4417
is,4415
stock,4415
wrap,4403
rectifier,4402
razor,4390
bat,4385
level,4383
stylus,4382
plasmid,4368
tap,4348
extruder,4345
puzzle,4287
finder,4281
candle,4253
selector,4248
purifier,4243
strut,4220
layout,4219
client,4207
photodiode,4201
operative,4200
alarm,4181
feed,4180
ribbon,4172
dyestuff,4170
winch,4122
microcontroller,4114
cluster,4110
fin,4102
hull,4102
baler,4071
ship,4065
information,4064
headrest,4056
doll,4050
medicament,4049
file,4044
junction,4028
deck,4028
bus,4027
sharpener,4026
book,4020
host,4018
glazing,4010
ihs,4007
splint,4003
extender,3993
trimmer,3970
weapon,3959
igniter,3955
gearbox,3951
substance,3946
combiner,3946
intended,3937
beverage,3920
duplexer,3906
stopper,3904
cradle,3896
floor,3895
arrester,3889
wing,3881
shredder,3880
backpack,3866
radiator,3864
wiper,3864
racket,3857
expander,3842
hoist,3836
boom,3824
manufacture,3812
weight,3806
loom,3805
roll-,3784
caddy,3780
remover,3777
brassiere,3764
pedal,3751
spool,3748
ramp,3744
tree,3741
walker,3738
bundle,3737
pliers,3733
screwdriver,3732
path,3730
installed,3716
bioreactor,3709
winder,3683
soc,3669
interposer,3665
compactor,3663
napkin,3658
folder,3655
ejector,3654
fibers,3650
collimator,3649
pellet,3642
fabricated,3640
further,3638
lever,3632
filament,3617
mop,3607
silencer,3589
planter,3577
pull-,3577
filler,3570
series,3558
technique,3548
power-,3545
power,3531
bacterium,3530
reducer,3528
service,3520
movement,3514
spindle,3509
canceller,3505
dac,3504
clasp,3503
trolley,3491
rim,3484
polyurethane,3476
sorter,3472
corresponding,3465
programmed,3462
linkage,3460
tread,3450
lathe,3447
scrubber,3436
handset,3431
adsorbent,3430
partition,3416
welder,3415
ride,3411
trainer,3406
spout,3406
shaver,3401
scraper,3397
nacelle,3389
protocol,3378
axle,3377
earphone,3377
headgear,3367
ligand,3365
lifter,3362
solenoid,3342
radar,3331
pane,3329
circulator,3329
tissue,3328
incinerator,3326
cavity,3302
vaporizer,3302
coder,3298
region,3289
insole,3272
wipe,3266
reamer,3265
net,3262
oil-,3262
step,3256
head-,3252
profile,3245
pipeline,3244
derived,3243
push-,3243
claim,3235
television,3230
translator,3218
called,3202
operation,3201
type,3199
flip-flop,3198
monomer,3195
hopper,3190
synchronizer,3186
backlight,3180
sprocket,3179
grommet,3175
button,3170
extending,3169
sling,3167
chute,3163
time-,3163
foundation,3162
nail,3151
introducer,3144
spacecraft,3139
gum,3137
scooter,3137
dc-,3136
desk,3122
saddle,3120
vest,3115
oxide,3101
switchgear,3096
fence,3095
booth,3093
tubing,3085
point-,3084
tent,3073
puller,3071
resistance,3071
locator,3066
cells,3051
spectrophotometer,3038
system-,3036
carried,3028
cement,3028
reticle,3024
viewer,3023
combine,3021
pool,3013
exchange,3013
punch,3011
bank,3004
prepreg,3004
termination,3001
transporter,3000
lining,2992
lock-,2985
yoke,2976
pll,2975
components,2974
fet,2962
detergent,2957
bs,2954
packing,2952
well,2945
suture,2944
treatment,2927
baffle,2910
sheeting,2902
packet,2898
tyre,2896
plunger,2887
gage,2885
located,2875
ferrule,2861
nan,2859
pencil,2855
satellite,2854
supported,2840
standard,2840
estimator,2834
area,2829
tee,2829
propeller,2825
enzyme,2822
shovel,2822
telescope,2818
undergarment,2815
figure,2813
intermediate,2813
pedestal,2813
rope,2810
thyristor,2809
eyeglasses,2800
kiosk,2798
derivatives,2786
range,2775
shingle,2772
grown,2761
aerator,2749
adduct,2747
mass,2739
recorded,2738
leg,2737
obtainable,2733
copier,2728
scheduler,2726
nebulizer,2723
enb,2722
pick,2718
cache,2717
pursuant,2716
wrapper,2713
decoy,2709
former,2702
integrated,2699
primer,2694
gene,2685
food,2681
infrastructure,2679
feature,2675
database,2672
magnetron,2670
mould,2669
cut-,2667
helicopter,2651
suit,2651
tampon,2649
plow,2649
wagon,2643
bowl,2639
pcb,2630
keypad,2629
systems,2623
automobile,2620
dc,2618
analogue,2615
phantom,2609
immunoassay,2608
balance,2598
headphone,2597
stool,2593
flange,2589
tab,2587
charge,2584
bra,2583
drawer,2580
respirator,2573
magnetometer,2571
movable,2570
thruster,2568
uav,2568
inserter,2565
reformer,2565
glasses,2562
sled,2561
characteristics,2554
pod,2554
oled,2548
mouthpiece,2540
release,2528
buoy,2527
armrest,2524
padlock,2523
stud,2522
aggregate,2519
processing,2517
forth,2515
reverser,2515
driven,2514
stacker,2503
fan-,2503
governor,2494
correlator,2493
drain,2485
sander,2475
site,2475
implanter,2473
caliper,2468
pop-,2467
kiln,2463
dosimeter,2462
ammunition,2461
microcapsule,2454
reinforcement,2450
hat,2447
inlet,2436
classifier,2427
communication,2417
prepolymer,2412
store,2412
ornament,2409
insulation,2407
extract,2398
latex,2393
radiotelephone,2393
start-,2387
corrector,2382
cuff,2376
pipette,2373
one,2370
caster,2365
flywheel,2365
adder,2361
receptor,2361
step-,2358
programmer,2354
horn,2351
water-,2349
leveler,2348
incorporated,2348
cloth,2343
goggles,2341
armor,2339
transfected,2339
free,2336
dram,2334
preventer,2330
leadframe,2330
measure,2322
transaxle,2312
sock,2300
nanocomposite,2298
cleat,2293
tracker,2293
skateboard,2291
token,2284
ram,2282
crate,2281
resulting,2279
canopy,2269
methods,2267
winding,2254
dock,2252
pistol,2249
admixture,2249
liposome,2249
diverter,2242
slicer,2241
phaser,2241
armature,2235
ready-,2235
tooth,2230
sub-system,2227
regenerator,2223
vise,2222
hmd,2222
elements,2215
rake,2204
dilator,2204
activity,2200
gyro,2200
granule,2198
excavator,2189
tie-,2187
fork,2186
time,2184
comb,2179
wedge,2179
writer,2177
memories,2176
transport,2174
stretcher,2172
interconnection,2172
cam,2167
initiator,2164
residing,2161
hand,2159
stamp,2143
read-,2142
incubator,2141
polyamide,2141
design,2138
adaptable,2132
wristwatch,2130
float,2130
embedded,2124
fibre,2124
operated,2120
fireplace,2117
casket,2117
safe,2115
axis,2112
finisher,2102
positioned,2101
sweeper,2100
field,2100
strainer,2099
immunoconjugate,2093
closer,2084
pot,2077
azeotrope-,2076
compass,2075
arrowhead,2074
rotorcraft,2073
organism,2070
circuits,2068
warmer,2066
peripheral,2063
according,2056
sealant,2055
rubber,2055
riser,2051
swing,2050
carpet,2043
fertilizer,2043
missile,2040
merchandiser,2040
crossbow,2039
scheme,2038
furniture,2036
demultiplexer,2030
bracelet,2026
granules,2021
stem,2020
curtain,2017
discriminator,2015
cosmetic,2015
formula,2014
fountain,2009
susceptor,2006
back-,2003
funnel,2002
follower,2002
earpiece,2002
massager,1999
blender,1998
wand,1995
munition,1987
voltage,1983
included,1983
dispersant,1972
potentiometer,1967
lance,1961
pocket,1961
sieve,1960
drier,1952
showerhead,1952
crucible,1948
platen,1947
treated,1945
catcher,1937
signals,1934
back,1934
integrator,1934
mediums,1926
stripper,1924
toaster,1922
ether,1920
litter,1918
arrow,1917
detonator,1912
precipitator,1909
rotator,1902
staple,1900
balun,1894
ap,1894
add-,1893
balancer,1893
finfet,1892
modifier,1890
bead,1888
effective,1887
call,1886
pollen,1885
enhancer,1876
pdp,1875
emulator,1874
feedthrough,1873
rivet,1869
drop-,1866
such,1864
racquet,1862
microchip,1862
preamplifier,1861
guitar,1861
warhead,1859
knob,1859
sub,1857
applier,1852
number,1851
communicates,1849
truss,1848
burn-,1847
room,1844
mode,1844
clipper,1840
therefor,1837
materials,1837
improvements,1832
communicator,1831
phase,1827
polyimide,1825
polyol,1825
convertible,1817
microstructure,1816
grate,1814
mutant,1811
collection,1808
broadhead,1808
imd,1806
rifle,1802
content,1799
hardware,1798
freezer,1797
towel,1797
leash,1795
house,1794
flow-,1794
trocar,1779
agitator,1776
speculum,1774
tft,1766
bobbin,1765
bullet,1765
regimen,1763
powered,1760
strand,1760
access,1759
textile,1755
tub,1754
swivel,1754
copolyester,1754
laryngoscope,1752
choke,1751
electromagnet,1750
controlled,1748
workpiece,1747
paddle,1747
fairing,1746
mailer,1740
employed,1734
easel,1733
bladder,1733
airplane,1731
compiler,1731
turntable,1727
length,1726
properties,1726
cab,1725
spectacles,1724
backplane,1724
zeolite,1720
shunt,1720
runner,1717
trim,1716
awning,1712
pacer,1710
foodstuff,1709
flux,1706
colorant,1705
condom,1704
methodology,1704
mark,1701
bolster,1698
proppant,1695
calorimeter,1689
reflectometer,1687
digitizer,1685
interlayer,1682
applicable,1680
analyser,1673
clothing,1673
portable,1669
sealer,1669
plane,1668
copolymers,1668
polymers,1668
calender,1668
headbox,1666
tunnel,1666
fuze,1662
photosensor,1661
jaw,1657
photoresist,1657
drivetrain,1657
ovule,1657
fryer,1655
salts,1654
splice,1653
mesh,1653
windshield,1652
scintillator,1646
hemt,1646
poly,1645
interrogator,1642
heterostructure,1636
unloader,1635
interpolator,1635
fender,1634
batch,1624
parts,1622
feed-,1621
centralizer,1621
typewriter,1619
prodrug,1618
stethoscope,1617
varnish,1612
articles,1612
terpolymer,1608
or,1603
motherboard,1600
skin,1598
overlay,1596
b,1596
taxane,1595
trough,1592
interlock,1589
metal,1589
transparency,1588
products,1586
backrest,1582
turret,1570
felt,1568
sram,1568
crib,1567
tricycle,1565
bib,1564
tooling,1563
production,1563
pile,1560
multiprocessor,1560
pld,1560
operates,1555
beacon,1550
family,1546
mover,1545
codec,1542
polycarbonate,1541
positionable,1539
promoter,1539
vcsel,1537
shears,1528
intensifier,1526
hold-,1524
shape,1522
articulator,1521
retarder,1515
pig,1514
gown,1510
chromatograph,1510
structures,1508
mast,1507
mailbox,1506
structured,1506
sponge,1505
jet,1504
vco,1504
secured,1502
flow,1501
bogie,1501
gas,1500
snap-,1500
kite,1500
cream,1496
commutator,1491
dentifrice,1490
supercharger,1488
opening,1487
dam,1487
microactuator,1487
propellant,1486
dish,1485
substitute,1484
units,1478
faceplate,1474
accordance,1471
2,1470
microemulsion,1469
nanoparticles,1469
sunshade,1467
space,1466
apparel,1464
nipple,1463
instrumentation,1463
optic,1460
knock-,1459
transfer,1458
resistant,1450
nanostructure,1450
walk-,1446
scope,1446
stated,1436
cabin,1432
lantern,1431
flap,1430
auto-injector,1429
gearing,1424
photometer,1422
densitometer,1420
polymerase,1420
curler,1419
restrictor,1418
antigen,1416
retriever,1415
generated,1415
edge,1413
superconductor,1413
skimmer,1412
cone,1412
portal,1412
surfactant,1410
chiller,1409
assistant,1409
camshaft,1406
ophthalmoscope,1402
able,1402
organ,1401
lawnmower,1401
thermistor,1394
bottom,1389
workbench,1388
radome,1385
sheet-,1382
snowboard,1379
hydrant,1376
microsphere,1374
amide,1372
sta,1370
solid,1369
members,1368
accordingly,1368
silicon-,1367
vial,1366
electrolyzer,1366
load,1364
cytometer,1357
passage,1349
user,1347
peer-,1345
pager,1342
aerosol,1341
fuser,1341
utilized,1340
scissors,1340
coding,1340
calendar,1339
stand-,1338
obturator,1338
microspheres,1337
bulkhead,1335
fpga,1334
scalpel,1333
grenade,1332
tappet,1331
spinner,1329
flexure,1327
concrete,1323
casting,1321
jar,1319
adenovirus,1319
interleaver,1317
current,1315
arbiter,1314
crawler,1312
union,1311
scoop,1309
oxygenator,1309
output,1308
master,1307
brick,1307
all,1302
pellicle,1302
cuvette,1301
sterilizer,1300
record,1299
stone,1298
upper,1298
pants,1298
dsrna,1296
sail,1295
interpolymer,1294
goggle,1294
extinguisher,1293
aquarium,1291
viewfinder,1291
shaper,1291
urinal,1290
shear,1289
communicating,1289
insertable,1289
shaker,1288
earplug,1285
dehumidifier,1284
absorbent,1284
multiplexer/demultiplexer,1284
polymorph,1282
constituted,1274
grain,1273
goal,1272
luggage,1272
supercapacitor,1272
tongs,1269
mixtures,1268
cmm,1268
collet,1267
sandal,1267
abutment,1266
reference,1265
prism,1265
stream,1262
gasifier,1261
oximeter,1260
validator,1259
make-,1259
outsole,1259
suited,1252
fitment,1252
auger,1251
input,1250
face,1249
steroid,1247
chopper,1246
position,1244
slat,1244
viscometer,1240
shower,1240
airship,1240
recliner,1239
refiner,1238
ups,1237
complementary,1236
pretensioner,1236
calibrator,1235
headwear,1234
dose,1233
cryopump,1233
beamformer,1232
plank,1231
molded,1231
microparticle,1231
basin,1227
appartus,1224
brewer,1224
fitted,1223
hold,1222
shim,1220
bender,1218
neck,1218
protection,1216
ellipsometer,1216
micropump,1216
cpu,1210
finish,1209
pacifier,1208
aligner,1207
zipper,1205
microcapsules,1205
capability,1204
cultivator,1201
screed,1198
locker,1197
aperture,1193
aspirator,1192
microparticles,1192
transition,1191
sequencer,1191
stringer,1191
hybrid,1190
angle,1189
paver,1189
turn-,1184
suitcase,1184
transcoder,1184
windmill,1183
dough,1181
grease,1179
coater,1179
machinery,1177
yeast,1172
thread,1169
abrasive,1169
wheelbarrow,1169
state,1168
tong,1166
antagonist,1166
immunogen,1163
crutch,1161
sorbent,1159
pointer,1158
asic,1158
skylight,1157
spa,1155
each,1154
dome,1148
cane,1147
parachute,1146
trampoline,1146
greenhouse,1140
resolver,1139
subject,1137
wallet,1137
deposited,1136
tailgate,1133
varistor,1125
transformant,1124
provider,1124
crm,1124
vacuum,1119
break-,1114
dampener,1113
shirt,1112
undercarriage,1111
activator,1111
impactor,1110
dynamometer,1108
railcar,1108
water,1107
format,1105
endpoint,1105
rate,1104
terminator,1103
consists,1103
chest,1100
clip-,1100
front-end,1100
eliminator,1099
trowel,1099
rotatable,1098
nanocrystal,1098
panels,1096
distributed,1095
grille,1095
photomultiplier,1095
pellets,1094
reaction,1091
cryostat,1087
assembled,1085
dll,1083
gui,1082
slab,1081
flooring,1080
refractometer,1079
attraction,1078
preheater,1077
particularly,1074
functions,1073
stiffener,1073
labeler,1072
exoskeleton,1069
finger,1068
supporter,1066
expressed,1065
radiometer,1064
skirt,1063
cooktop,1062
pigments,1062
dart,1060
esters,1059
resist,1059
biomaterial,1059
chipset,1059
sample,1057
puck,1056
sol,1055
read,1054
ensemble,1054
domain,1054
limb,1052
parallel,1051
solvent,1051
crankshaft,1047
aptamer,1046
splicer,1044
hob,1042
ingredient,1039
bellows,1039
keeper,1038
convertor,1035
hydrophone,1034
dumbbell,1034
frequency,1033
tether,1029
distractor,1029
modified,1028
cot,1027
handgun,1025
ceiling,1023
stencil,1022
rom,1018
fuselage,1014
vault,1013
broom,1011
contained,1008
gland,1007
microvalve,1007
badge,1005
horseshoe,1005
bezel,1005
tonometer,1001
arrestor,1000
gradiometer,996
locomotive,996
canceler,995
substantially,994
planer,992
providing,992
farm,989
action,988
bonder,988
stent-graft,986
silica,982
ms,981
ionizer,976
explosive,975
fixator,974
loaded,973
decoupler,973
codes,973
page,971
oscilloscope,969
change-,969
footrest,969
binocular,968
10,968
kettle,966
autoinjector,966
conversion,965
bathtub,962
i,962
eye,961
mutein,961
supplied,960
contains,960
stirrer,959
combined,959
programs,959
value,958
baton,958
confection,957
rna,957
plastic,956
rangefinder,956
dielectric,954
album,952
optics,952
carousel,950
replacement,950
straw,950
management,950
shuttle,949
board-,949
spread,947
rule,944
chipper,942
greater,942
electronics,942
blow-,941
side,940
excellent,940
mme,940
compatible,939
proxy,938
stake,936
set-,936
progeny,936
silo,935
dimmer,934
clarifier,933
stabilized,933
trigger,933
algorithm,933
polisher,933
half,932
ticket,932
size,930
edger,927
mram,924
relative,923
plaster,923
wristband,923
exciter,920
prop,916
cleanser,915
eyepiece,912
polysiloxane,911
sailboat,910
streamer,909
surfboard,906
monochromator,905
toolholder,904
dimer,904
zone,903
first,901
rheometer,899
editor,899
coordinator,899
glider,897
configurable,897
coat,896
useable,895
occluder,895
flare,894
chock,894
executing,894
hybridizes,894
drive-,893
factor,890
marking,888
reed,887
joystick,887
copolyamide,886
headband,885
lubricator,884
stylet,883
elbow,882
photocathode,881
fraction,881
ied,879
steamer,877
submarine,877
bush,875
representation,875
communications,875
irrigator,874
thickness,872
plotter,872
handgrip,872
air-conditioner,872
hotplate,872
queue,872
ratio,871
aerofoil,871
flask,870
snowshoe,869
interposed,867
beads,867
intake,867
pant,866
see-,866
index,863
slip,863
gimbal,863
kayak,861
eyeglass,860
retardant,859
fluorometer,859
yo-yo,859
density,858
hologram,857
bait,857
football,857
glass-ceramic,856
facing,855
energy,855
flashing,853
images,852
altimeter,851
vesicle,849
spotlight,848
drop,848
restoration,847
identifier,845
starch,844
pass-,844
pulverizer,844
toothpaste,843
formation,842
penetrator,842
igbt,842
homopolymer,840
tiller,839
encasement,839
microdevice,839
polarimeter,838
chelate,837
scaler,837
gantry,836
5,836
flake,836
diplexer,835
coaster,834
fastening,833
toolbox,833
grader,832
cardioverter-defibrillator,831
placed,830
weatherstrip,830
atm,830
utility,828
mobile,828
conveyance,827
row,826
instruction,825
shut,823
linearizer,823
picker,822
antifuse,822
bay,821
driveline,820
olt,820
handrail,819
topology,819
microarray,819
temperature,818
hoop,818
servomotor,817
mitt,817
metamaterial,815
3,814
